reference_number,watch_url,type,brand,year_introduced,parent_model,specific_model,nickname,marketing_name,style,currency,price,image_url,made_in,case_shape,case_material,case_finish,caseback,diameter,between_lugs,lug_to_lug,case_thickness,bezel_material,bezel_color,crystal,water_resistance,weight,dial_color,numerals,bracelet_material,bracelet_color,clasp_type,movement,caliber,power_reserve,frequency,jewels,features,description,short_description
403.041,https://www.watchdetails.com/a-lange-sohne/403-041/,,A. Lange & Söhne,,Saxonia,Datograph ,Yellow Gold,,,,,https://www.watchdetails.com/wp-content/uploads/watch/000228.jpg,,,Gold,,Transparent,39 mm,20 mm,,12.8 mm,,,Sapphire,,,Black,Roman Numerals,,,,Manual winding,L951.1,36 hours,18000 vph,40.0,,The ref. 403.041 Datograph is a somewhat elusive version of Lange’s iconic big date chronograph. It features a yellow gold case and a black dial with silver subdials. It was never listed in catalogs nor in the price lists. It is sometimes referred to as the ‘Yellowjacket’.,
109.025,https://www.watchdetails.com/a-lange-sohne/109-025/,,A. Lange & Söhne,2003.0,Lange 1,Lange 1 Moonphase ,Platinum,,,,,https://www.watchdetails.com/wp-content/uploads/watch/000071.jpg,,Round,Platinum,,Transparent,38.5 mm,,,10.4 mm,,,Sapphire,,,Silver,Roman Numerals,,,,Manual winding,L901.5,72 hours,21600 vph,54.0,,The ref. 109.025 Lange 1 Moonphase features a platinum case and a silver dial. It is powered by caliber L901.5. It was first introduced in 2003.,
404.035X,https://www.watchdetails.com/a-lange-sohne/404-035x/,,A. Lange & Söhne,,Saxonia,Double Split ,Stainless Steel,,,,,https://www.watchdetails.com/wp-content/uploads/watch/000233.jpg,,,Steel,,Transparent,43.2 mm,22 mm,,15.3 mm,,,Sapphire,,,Black,Roman Numerals,,,,Manual winding,L001.1,38 hours,21600 vph,40.0,,The ref. 404.035X (note the X) is a exceedingly rare (or unique) variation of the Doublie Split fitted with a stainless steel case. One of these was sold in a Christies auction of November 11th 2013.,
385.032,https://www.watchdetails.com/a-lange-sohne/385-032/,,A. Lange & Söhne,2011.0,Saxonia,Saxonia Dual Time,,,,,,https://www.watchdetails.com/wp-content/uploads/watch/000221.jpg,,,Rose Gold,,Transparent,40 mm,20 mm,,9.1 mm,,,Sapphire,,,Silver,No Numerals,,,,Automatic,L086.2,72 hours,21600 vph,31.0,"Additional 12 Hour Hand (adjustable), Additional 24 Hour Hand (fixed), Hours, Minutes, Small Seconds","Introduced in 2011, the Saxonia Dual Time ref. 385.032 features a Rose Gold case and a black alligator strap. It is powered by caliber L086.2.",
234.026,https://www.watchdetails.com/a-lange-sohne/234-026/,,A. Lange & Söhne,2013.0,1815,1815 Up/Down ,White Gold,,,,,https://www.watchdetails.com/wp-content/uploads/watch/000011.jpg,,,White Gold,,Transparent,39 mm,20 mm,,8.9 mm,,,Sapphire,,,Silver,Arabic Numerals,,,,Manual winding,L051.2,72 hours,21600 vph,29.0,,"The ref. 234.026 was introduced in 2013. It features a white gold case of 39mm. Powered by caliber L051.2, the 1815 Up/Down displays the hours, minutes, small seconds and power reserve. Other variations include the 234.032 in Rose Gold and the 234.021 in yellow gold. All feature a solid silver dial with Arabic numerals.",
130.039,https://www.watchdetails.com/a-lange-sohne/130-039/,,A. Lange & Söhne,2017.0,Saxonia,Lange 31 ,White Gold / Grey,,,,,https://www.watchdetails.com/wp-content/uploads/watch/000167.jpg,,Round,White Gold,,Transparent,45.9 mm,22 mm,,15.9 mm,,,Sapphire,,,Gray,No Numerals,,,,Manual winding,L034.1,744 hours,21600 vph,62.0,,"The A. Lange & Söhne Lange 31 ref. 130.039 is a limited edition of 100 pieces introduced at SIHH 2017. It has a white gold case of 45.9mm, housing caliber L034.1 movement with its 31-day power reserve. The dial is grey.",
403.035,https://www.watchdetails.com/a-lange-sohne/403-035/,,A. Lange & Söhne,,Saxonia,Datograph ,Platinum / Black,,,,,https://www.watchdetails.com/wp-content/uploads/watch/000227.jpg,,,Platinum,,Transparent,39 mm,20 mm,,12.8 mm,,,Sapphire,,,Black,Roman Numerals,,,,Manual winding,L951.1,36 hours,18000 vph,40.0,,The ref. 403.035 Datograph is perhaps the most iconic and well-known of all Datographs. It features a platinum case and a black dial with silver subdials; it is powered by the stunning caliber L951.1 movement.,
101.049,https://www.watchdetails.com/a-lange-sohne/101-049/,,A. Lange & Söhne,,Lange 1,Lange 1 ,Platinum Cellini,,,,,https://www.watchdetails.com/wp-content/uploads/watch/000063.jpg,,Round,Platinum,,Transparent,38.5 mm,,,9.8 mm,,,Sapphire,,,White,Roman Numerals,,,,Manual winding,L901.0,72 hours,21600 vph,53.0,,The ref. 101.049 Lange 1 has a platinum case and a white dial. It was made as a limited edition of 25 pieces to commemorate the 25th anniversary of Cellini New York.,
139.035,https://www.watchdetails.com/a-lange-sohne/139-035/,,A. Lange & Söhne,2016.0,Lange 1,Grand Lange 1 Moonphase Lumen,,,,,,https://www.watchdetails.com/wp-content/uploads/watch/000111.jpg,,Round,Platinum,,Transparent,41 mm,20 mm,,9.5 mm,,,Sapphire,,,Black,Roman Numerals,,,,Manual winding,L095.4,72 hours,21600 vph,45.0,,"Introduced at SIHH 2016, the Grand Lange 1 Moonphase Lumen pairs the aesthetics of the 2013 Grand Lange 1 Lumen with the 2014 Grand Lange 1 Moonphase design. The dial is done in a combination of blackened silver and tinted sapphire. For this model, the L095 movement is fitted with a moonphase disc made of glass. The Grand Lange 1 Moonphase Lumen is a limited edition of 200 pieces.",
102.001,https://www.watchdetails.com/a-lange-sohne/102-001/,,A. Lange & Söhne,,Saxonia,Saxonia ,Yellow Gold,,,,,https://www.watchdetails.com/wp-content/uploads/watch/000162.jpg,,,Gold,,Solid,33.9 mm,18 mm,,9.1 mm,,,Sapphire,,,Silver,No Numerals,,,,Manual winding,L911.3,42 hours,21600 vph,30.0,,The ref. 102.001 Saxonia was part of the original 1994 release of Lange & Sohne. It features a yellow gold case of 33.9 millimeters and a silver dial. It is powered by the rectangular (!) caliber L911.3 movement.,
101.026,https://www.watchdetails.com/a-lange-sohne/101-026/,,A. Lange & Söhne,,Lange 1,Lange 1 ,Stainless Steel,,,,,https://www.watchdetails.com/wp-content/uploads/watch/000054.jpg,,Round,Steel,,Transparent,38.5 mm,,,9.8 mm,,,Sapphire,,,White,Roman Numerals,,,,Manual winding,L901.0,72 hours,21600 vph,53.0,,The ref. 101.026 is a limited edition Lange 1 made in 20 examples with a case in stainless steel – a material rarely used by the Glashütte-based manufacturer.,
421.025,https://www.watchdetails.com/a-lange-sohne/421-025/,,A. Lange & Söhne,2013.0,1815,1815 Rattrapante Perpetual Calendar ,Platinum,,,,,https://www.watchdetails.com/wp-content/uploads/watch/000034.jpg,,,Platinum,,Transparent,41.9 mm,20 mm,,14.7 mm,,,Sapphire,,,Silver,Arabic Numerals,,,,Manual winding,L101.1,42 hours,21600 vph,43.0,,The horological masterpiece that is the 1815 Rattrapante Perpetual Calendar was introduced in 2013. It features both a perpetual calendar as well as a split-seconds chronograph. Ref. 421.025 has a platinum.,
381.032,https://www.watchdetails.com/a-lange-sohne/381-032/,,A. Lange & Söhne,2018.0,Saxonia,Saxonia Outsize Date ,Rose Gold / Black,,,,,https://www.watchdetails.com/wp-content/uploads/watch/000215.jpg,,,Rose Gold,,Transparent,37 mm,19 mm,,9.7 mm,,,Sapphire,,,Black,No Numerals,,,,Automatic,L086.8,72 hours,21600 vph,40.0,,"The A. Lange & Saxonia Outsize Date was introduced at SIHH 2018. It marks a return of the big date – small seconds lay-out to the Saxonia collection, a combination of features that was first seen in the original 1994 Saxonia. This latest version is powered by the self-winding caliber L086.8, which is based on the L086.1 architecture. Reference 381.032 sports a Rose Gold case and a black dial.",
101.031,https://www.watchdetails.com/a-lange-sohne/101-031/,,A. Lange & Söhne,,Lange 1,Lange 1 ,Rose Gold Black,,,,,https://www.watchdetails.com/wp-content/uploads/watch/000057.jpg,,Round,Rose Gold,,Transparent,38.5 mm,,,9.8 mm,,,Sapphire,,,Black,Roman Numerals,,,,Manual winding,L901.0,72 hours,21600 vph,53.0,,"The ref. 101.031 Lange 1, first introduced in 1998, features a Rose Gold case paired with a black dial.",
878.029,https://www.watchdetails.com/a-lange-sohne/878-029/,,A. Lange & Söhne,2014.0,Saxonia,Saxonia ,White Gold / Diamond,,,,,https://www.watchdetails.com/wp-content/uploads/watch/000249.jpg,,,White Gold,,Transparent,35 mm,18 mm,,7.9 mm,,,Sapphire,,,Pearl,No Numerals,,,,Manual winding,L941.2,45 hours,21600 vph,21.0,,"Introduced in 2014, the ref. 878.029 Saxonia features a white gold case set with 60 brilliant-cut diamonds. The dial is mother-of-pearl.",
112.021,https://www.watchdetails.com/a-lange-sohne/112-021/,,A. Lange & Söhne,,Lange 1,Lange 1A ,Gold Guilloche,,,,,https://www.watchdetails.com/wp-content/uploads/watch/000080.jpg,,Round,Gold,,Transparent,38.5 mm,20 mm,,10 mm,,,Sapphire,,,Gold,Roman Numerals,,,,Manual winding,L901.1,72 hours,21600 vph,53.0,,"The ref. 112.021 Lange 1 was a limited edition of 100 pieces that was in the A. Lange & Söhne collection from 1998 to 2000. It features a solid gold dial with guilloché pattern and several parts of its movement are done in solid gold as well. It was introduced in 1998 to commemorate the opening of a new, second, production building for the A. Lange & Söhne manufacturer.",
421.048,https://www.watchdetails.com/a-lange-sohne/421-048/,,A. Lange & Söhne,2017.0,1815,1815 Rattrapante Perpetual Calendar ,White Gold / Handwerkskunst,,,,,https://www.watchdetails.com/wp-content/uploads/watch/000036.jpg,,Round,Platinum,,Hinged,41.9 mm,20 mm,,15.8 mm,,,Sapphire,,,Blue,Arabic Numerals,,,,Manual winding,L101.1,42 hours,21600 vph,43.0,,"The A. Lange & Söhne 1815 Rattrapante Perpetual Calendar Handwerkskunst reference 421.048 is a limited edition of 20 pieces introduced late 2017. As per ‘Handwerkskunst’ tradition, it is ennobled with special decorative techniques – while the movement is the ever-impressive caliber L101.1 introduced in 2013. The dial of the 421.048 is made of solid gold. The solid gold dial features relief-engraved stars and numerals; the stars covered by the deep blue enamel, while the numerals are flush-fit. Blue enamel is found on the hinged case back as well, surrounding a medallion depicting the goddess Luna.",
115.028,https://www.watchdetails.com/a-lange-sohne/115-028/,,A. Lange & Söhne,,Lange 1,Grand Lange 1 Luminous ,White Gold / Black,,,,,https://www.watchdetails.com/wp-content/uploads/watch/000087.jpg,,Round,White Gold,,Transparent,41.9 mm,22 mm,,11 mm,,,Sapphire,,,Black,Roman Numerals,,,,Manual winding,L901.2,72 hours,21600 vph,53.0,,The Grand Lange 1 ref. 115.028 appeared in the A. Lange & Söhne catalogues from 2010 to 2013. It features a white gold case and a black dial.,
145.025,https://www.watchdetails.com/a-lange-sohne/145-025/,,A. Lange & Söhne,,Zeitwerk,Zeitwerk Striking Time ,Platinum,,,,,https://www.watchdetails.com/wp-content/uploads/watch/000270.jpg,,,Platinum,,Transparent,44.2 mm,21 mm,,13.1 mm,,,Sapphire,,,Silver,Arabic Numerals,,,,Manual winding,L043.2,36 hours,18000 vph,78.0,"Jumping Hours, Jumping Minutes, Small Seconds",The Zeitwerk Striking Time ref. 145.025 was available as a limited edition of 100 pieces from 2011 to 2014. It features a platinum case and a rhodium-silver dial.,
320.021,https://www.watchdetails.com/a-lange-sohne/320-021/,,A. Lange & Söhne,2010.0,Lange 1,Lange 1 Daymatic ,Yellow Gold,,,,,https://www.watchdetails.com/wp-content/uploads/watch/000126.jpg,,Round,Gold,,Transparent,39.5 mm,20 mm,,10.4 mm,,,Sapphire,,,Beige,Roman Numerals,,,,Automatic,L021.1,50 hours,21600 vph,67.0,,"The Lange 1 Daymatic is a remarkable watch to observe. Although it looks familiar at first glance, it will soon seem like something is strangely different. And that’s right: it’s main (and familiar) indications are mirrored compared to other Lange 1 watches. In addition to the hours, minutes, small seconds and big date, caliber L02.1 also displays the day of the week through a hand on the 9:00 side. Ref. 320.021 has a yellow gold case.",
310.021,https://www.watchdetails.com/a-lange-sohne/310-021/,,A. Lange & Söhne,,Saxonia,Langematik Perpetual ,Yellow Gold,,,,,https://www.watchdetails.com/wp-content/uploads/watch/000194.jpg,,,Gold,,Transparent,38.5 mm,20 mm,,10.2 mm,,,Sapphire,,,Beige,Roman Numerals,,,,Automatic,L922.1,46 hours,21600 vph,43.0,"Additional 24 Hour Hand (fixed), Hours, Minutes, Small Seconds",The ref. 310.021 Langematik Perpetual Calendar was introduced in 2001. It features a yellow case of 38.5mm and a champagne dial. It came with a watchwinder. The corrector button at 10:00 was changed to a recessed one in 2004.,
116.025B,https://www.watchdetails.com/a-lange-sohne/116-025b/,,A. Lange & Söhne,,Lange 1,Lange 1 Timezone Sincere Singapore,,,,,,https://www.watchdetails.com/wp-content/uploads/watch/000094.jpg,,Round,Platinum,,Transparent,41.9 mm,22 mm,,11 mm,,,Sapphire,,,Silver,Roman Numerals,,,,Manual winding,L031.1,72 hours,21600 vph,54.0,"Hours, Minutes, Small Seconds, Additional 12 Hour Hand (adjustable), Day / Night Indication","The ref. 116.025B Lange 1 Timezone is a limited edition created in 2005 for Singapore Lange authorized dealer Sincere. It features a platinum case  and a silver dial; on its city ring, Hong Kong is replaced with Singapore.",
402.026,https://www.watchdetails.com/a-lange-sohne/402-026/,,A. Lange & Söhne,,1815,1815 Chronograph ,White Gold,,,,,https://www.watchdetails.com/wp-content/uploads/watch/000027.jpg,,,White Gold,,Transparent,39.5 mm,20 mm,,10.8 mm,,,Sapphire,,,Silver,Arabic Numerals,,,,Manual winding,L951.5,60 hours,21600 vph,40.0,,The ref. 402.026 1815 Chronograph was introduced at SIHH 2010. It features a white gold case of 39.5 * 10.8mm and a solid silver dial with Arabic numerals. It is powered by the hand-wound caliber L951.5 flyback chronograph movement.,
405.035,https://www.watchdetails.com/a-lange-sohne/405-035/,,A. Lange & Söhne,2012.0,Saxonia,Datograph Up/Down ,Platinum,,,,,https://www.watchdetails.com/wp-content/uploads/watch/000237.jpg,,,Platinum,,Transparent,41 mm,20 mm,,13.1 mm,,,Sapphire,,,Black,No Numerals,,,,Manual winding,L951.6,60 hours,18000 vph,46.0,,"The Datograph Up/Down was introduced in 2012, adding the ‘Up/Down’ power reserve indicator to the Datograph movement. The ref. 405.035 has a platinum case and a black dial; in 2015 it got company from a Rose Gold sibling.",
181.039,https://www.watchdetails.com/a-lange-sohne/181-039/,,A. Lange & Söhne,2018.0,Lange 1,Kleine Lange 1 ,White Gold / Purple,,,,,https://www.watchdetails.com/wp-content/uploads/watch/000116.jpg,,Round,White Gold,,Transparent,36.8 mm,19 mm,,,,,Sapphire,,,Purple,Roman Numerals,,,,Manual winding,L121.1,72 hours,21600 vph,43.0,,The A. Lange & Söhne Kleine Lange 1 reference 181.038 was introduced in 2018. This boutique-only limited edition of 100 pieces features a white gold case and a purple dial.,
410.03,https://www.watchdetails.com/a-lange-sohne/410-03/,,A. Lange & Söhne,,Saxonia,Datograph Perpetual ,White Gold / Grey,,,,,https://www.watchdetails.com/wp-content/uploads/watch/000239.jpg,,,White Gold,,Transparent,41 mm,20 mm,,13.5 mm,,,Sapphire,,,Gray,"Arabic Numerals, Roman Numerals",,,,Manual winding,L952.1,36 hours,18000 vph,45.0,"Hours, Minutes, Small Seconds, Additional 24 Hour Hand (fixed)","The Lange Datograph Perpetual 410.030 has a white gold case and a grey dial with silver subdials and as such, it can be seen as the predessessor to the 2015 410.038. A notable difference is the use of Roman numerals on this watch, whereas the newer 038 features stick indexes throughout. It is said that some 50-100 pieces of the 410.030 were made.",
235.032,https://www.watchdetails.com/a-lange-sohne/235-032/,,A. Lange & Söhne,2014.0,1815,1815 38.5 ,Rose Gold,,,,,https://www.watchdetails.com/wp-content/uploads/watch/000014.jpg,,,Rose Gold,,Transparent,38.5 mm,20 mm,,8.8 mm,,,Sapphire,,,Silver,Arabic Numerals,,,,Manual winding,L051.1,55 hours,21600 vph,23.0,,"The ref. 235.032 1815 was introduced in 2014. It features a Rose Gold case of 38.5mm, making it slightly smaller than its predecessor – which at this time is still in production alongside the newer model. The hand-wound caliber L051.1 can be admired through the see-through case back.",
701.007,https://www.watchdetails.com/a-lange-sohne/701-007/,,A. Lange & Söhne,,Tourbillon,Tourbillon Pour le Mérite ,White Gold Blue,,,,,https://www.watchdetails.com/wp-content/uploads/watch/000253.jpg,,,White Gold,,Transparent,38.5 mm,20 mm,,10 mm,,,Sapphire,,,Blue,No Numerals,,,,Manual winding,L902.0,36 hours,18000 vph,29.0,,The ref. 701.007 Tourbillon Pour le Mérite has a white gold case and a blue dial; it is said 18 examples were made in this configuration.,
323.046,https://www.watchdetails.com/a-lange-sohne/323-046/,,A. Lange & Söhne,,1815,1815 Cuvette Oeding-Erdel,,,,,,https://www.watchdetails.com/wp-content/uploads/watch/000024.jpg,,,White Gold,,Hinged,40 mm,20 mm,,10.2 mm,,,Sapphire,,,Silver,Arabic Numerals,,,,Automatic,L921.2,46 hours,21600 vph,36.0,,Limited edition of 38 pieces created for authorized Lange & Sohne dealer Oeding-Erdel. First Lange with a cuvette (hinged) caseback.,
701.011,https://www.watchdetails.com/a-lange-sohne/701-011/,,A. Lange & Söhne,,Tourbillon,Tourbillon Pour le Mérite ,Rose Gold / Black,,,,,https://www.watchdetails.com/wp-content/uploads/watch/000254.jpg,,,Rose Gold,,Transparent,38.5 mm,20 mm,,10 mm,,,Sapphire,,,Black,No Numerals,,,,Manual winding,L902.0,36 hours,18000 vph,29.0,,"The Tourbillon Pour le Mérite was one of the original 4 models introduced in the earliest days of the modern A. Lange & Söhne, as visualized by Gunter Blumlein as a way to make a statement – A. Lange & Söhne would from now on be playing at the highest levels of horology. A total of 23 are said to have been created in the 701.011 configuration – Rose Gold case and black dial with rhomboid-shaped markers.",
310.047,https://www.watchdetails.com/a-lange-sohne/310-047/,,A. Lange & Söhne,,Saxonia,Langematik Perpetual Sincere,,,,,,https://www.watchdetails.com/wp-content/uploads/watch/000198.jpg,,,Rose Gold,,Transparent,38.5 mm,20 mm,,10.2 mm,,,Sapphire,,,Black,Roman Numerals,,,,Automatic,L922.1,46 hours,21600 vph,43.0,"Additional 24 Hour Hand (fixed), Hours, Minutes, Small Seconds",The ref. 310.047 Langematik Perpetual is a limited edition of 25 pieces created for authorized Lange & Söhne dealer Sincere. It features a Rose Gold case and a black dial.,
143.05,https://www.watchdetails.com/a-lange-sohne/143-05/,,A. Lange & Söhne,2017.0,Zeitwerk,Zeitwerk Decimal Strike Honey ,Gold / Silver,,,,,https://www.watchdetails.com/wp-content/uploads/watch/000269.jpg,,Round,Gold,,Transparent,44.2 mm,21 mm,,13.1 mm,,,Sapphire,,,Silver,Arabic Numerals,,,,Manual winding,L043.2,36 hours,18000 vph,78.0,"Jumping Hours, Jumping Minutes, Small Seconds","Introduced during SIHH 2017, the A. Lange & Söhne Zeitwerk Decimal Strike bridges the gap between the Zeitwerk Striking Time and the Zeitwerk Minute Repeater, striking the each hour on a low-pitched gong, and a higher-pitched tone each 10 minutes. The inaugural 143.050 is a limited edition of 100 pieces with a ‘honey’ gold case and a silver dial.",
401.026,https://www.watchdetails.com/a-lange-sohne/401-026/,,A. Lange & Söhne,,1815,1815 Chronograph ,white Gold,,,,,https://www.watchdetails.com/wp-content/uploads/watch/000025.jpg,,,White Gold,,Transparent,39.5 mm,20 mm,,10.8 mm,,,Sapphire,,,Silver,Arabic Numerals,,,,Manual winding,L951.0,36 hours,18000 vph,34.0,,The ref. 401.026 1815 Chronograph was available from 2004 to 2008. It features a white gold case measuring 39.5mm across and a silver dial with blued steel hands.,
404.032,https://www.watchdetails.com/a-lange-sohne/404-032/,,A. Lange & Söhne,2010.0,Saxonia,Double Split ,Rose Gold / Silver,,,,,https://www.watchdetails.com/wp-content/uploads/watch/000231.jpg,,,Rose Gold,,Transparent,43.2 mm,22 mm,,15.3 mm,,,Sapphire,,,Silver,No Numerals,,,,Manual winding,L001.1,38 hours,21600 vph,40.0,,The ref. 404.032 Double Split was introduced in 2010. It features a Rose Gold case and an all-silver dial.,
111.032,https://www.watchdetails.com/a-lange-sohne/111-032/,,A. Lange & Söhne,,Lange 1,Kleine Lange 1 ,Rose Gold,,,,,https://www.watchdetails.com/wp-content/uploads/watch/000078.jpg,,Round,Rose Gold,,Transparent,36.1 mm,,,9.8 mm,,,Sapphire,,,Silver,Roman Numerals,,,,Manual winding,L901.0,72 hours,21600 vph,53.0,,The Kleine Lange 1 features a case that -at 36.1mm- is distinctively smaller than the regular Lange 1. Ref. 111.032 was in the collection in 1998 and 1999 and features a Rose Gold case and a silver dial.,
297.032,https://www.watchdetails.com/a-lange-sohne/297-032/,,A. Lange & Söhne,2017.0,1815,1815 Homage to Walter Lange ,Rose Gold,,,,,https://www.watchdetails.com/wp-content/uploads/watch/000022.jpg,,Round,Rose Gold,,Transparent,40.5 mm,,,10.7 mm,,,,,,Silver,Arabic Numerals,,,,Manual winding,L1924,60 hours,21600 vph,36.0,,"The A. Lange & Sohne 1815 Homage to Walter Lange was introduced in late 2017 in four metals as an ode to company (re-) founder Walter Lange, who passed away in January of the same year. It features a case of 40.5mm, which houses the hand-wound caliber L1924, with both subsidiary as well as sweep seconds hands – the latter of which can be stopped and started through the pusher at 2:00. Reference 297.032 has a Rose Gold case. It is a limited edition of 90 pieces, which is a reference to the company’s founding 1990.",
410.026,https://www.watchdetails.com/a-lange-sohne/410-026/,,A. Lange & Söhne,2015.0,1815,1815 Chronograph Boutique Edition Pulsometer,,,,,,https://www.watchdetails.com/wp-content/uploads/watch/000030.jpg,,Round,White Gold,,Transparent,39.5 mm,20 mm,,10.8 mm,,,Sapphire,,,Silver,Arabic Numerals,,,,Manual winding,L951.5,60 hours,21600 vph,40.0,,"The A. Lange & Söhne 1815 Chronograph Boutique Edition reference 410.026 is a special edition of the 2010 1815 Chronograph only available in the 15 A. Lange & Söhne boutiques. It features a white gold case and a grained silver dial with blue numerals. As are the other 1815 Chronographs of this generation, this watch is powered by the L951.5 caliber.",
842.032,https://www.watchdetails.com/a-lange-sohne/842-032/,,A. Lange & Söhne,2013.0,Saxonia,Saxonia Automatik ,Rose Gold / Diamond,,,,,https://www.watchdetails.com/wp-content/uploads/watch/000248.jpg,,Round,Rose Gold,,Transparent,37 mm,19 mm,,8.8 mm,,,Sapphire,,,Silver,No Numerals,,,,Automatic,L086.1,72 hours,21600 vph,31.0,,"Introduced in 2013, the Saxonia Automatik reference 842.032 features a Rose Gold case with diamond-set bezel. It is powered by caliber L086.1.",
414.031,https://www.watchdetails.com/a-lange-sohne/414-031/,,A. Lange & Söhne,2018.0,1815,1815 Chronograph ,Rose Gold / Black / Pulsometer,,,,,https://www.watchdetails.com/wp-content/uploads/watch/000032.jpg,,Round,Rose Gold,,Transparent,39.5 mm,20 mm,,10.8 mm,,,Sapphire,,,Black,Arabic Numerals,,,,Manual winding,L951.5,60 hours,21600 vph,40.0,,The A. Lange & Söhne 1815 Chronograph reference 414.031 was added to the collection in 2018. It features a Rose Gold case and a black dial with pulsometer scale.,
740.036F,https://www.my-watchsite.com/datograph/5639-datograph-perpetuel-tourbillon.html,,A. Lange & Söhne,,Datograph,Datograph Perpetual Tourbillon,,,"Chronograph, Dress",USD,327500.0,https://cdn.thewatchpages.com/app/uploads/2020/03/13214308/a-lange-soehne-datograph-perpetual-410038-e.jpg,,Round,Platinum,,Transparent,41.5 mm,,,14.6 mm,,,Sapphire,,,Black,No numerals,"Alligator, Leather",Black,Folding Clasp,Manual winding,Lange L952.2,50 hours,,,"Luminous, Perpetual Calendar, Day, Tourbillon, Chronograph, Flyback, Tachymeter, Stop-Second, Calendar, Power Reserve Indication, Date, Moon Phases, Small Seconds, Seconds","Movement Crafted calibre to the most exacting Lange quality standards, decorated and assembled by hand Precision-adjusted in five positions Plates and bridges made of untreated German silver Intermediate wheel cock and tourbillon bar engraved by hand 729 movement parts 59 bearing jewels including one diamond endstone 5 screwed gold chatons including one diamond endstone Lever escapement Oscillator Shock-resistant balance wheel with eccentric poising weights; balance spring manufactured in-house with a frequency 18,000 semi-oscillations per hour Power reserve of 50 hours when fully wound Tourbillon with patented stop seconds Movement dimensions Diameter: 32.6 millimetres Height: 9.0 millimetres Case Crown for winding the watch and setting the time Two pushers for operating the chronograph Rapid-correction pusher for collectively advancing all calendar displays One recessed corrector each for adjusting the day of the week, the month, and the moon phases Sapphire crystal (Mohs hardness 9) Dial Hour and minute hands in rhodiumed gold, luminous Seconds, day, month, and four-year hands as well as minute-counter hand in rhodiumed gold Chronograph sweep seconds hand in rhodiumed steel Strap Hand-stitched alligator leather strap Platinum deployant buckle",
140.021,https://www.my-watchsite.com/lange-zeitwerk/247-lange-zeitwerk.html,,A. Lange & Söhne,2010.0,Lange Zeitwerk,Lange Zeitwerk,,,,USD,61500.0,https://cdn.thewatchpages.com/app/uploads/2020/09/13211347/a-lange-soehne-1815-rattrapante-honeygold-homage-to-f-a-lange-425050-800x1334.jpg,,Round,Gold,,Transparent,41.9 mm,,,12.6 mm,,,Sapphire,,,Champagne,Arabic numerals,"Crocodile, Leather",Brown,"Pin Buckle, Buckle",Manual winding,Lange L043.1,,,,"Minutes, Hours, Stop-Second, Jumping Hours, Power Reserve Indication, Small Seconds, Seconds",Mouvement réglé en cinq positions Platine trois quarts en argent allemand Coq de balancier gravé à la main 388 composants 66 coussinets rubis 2 chatons en or vissés Echappement à force constante Balancier glucydur anti-chocs à masselottes d’équilibrage excentrées Spiral de qualité supérieure fabriqué maison avec système d’attache en attente de brevet (bride de spiral). Fréquence : 18 000 alternances / heure Système de mise au repère haute précision avec vis de réglage latérale et col de cygne Réserve de marche de 36 heures Cadran Pont du temps en argent allemand nature Boucle ardillon en or massif,
403.035,https://www.my-watchsite.com/datograph/691-datograph.html,,A. Lange & Söhne,1999.0,Datograph,Datograph,,,Chronograph,USD,68500.0,https://cdn.thewatchpages.com/app/uploads/2020/03/13214304/a-lange-soehne-saxonia-automatic-380044.jpg,,Round,Platinum,,Transparent,39 mm,,,12.8 mm,,,Sapphire,,,"Black, Silver",Roman numerals,"Crocodile, Leather",Black,"Pin Buckle, Buckle",Manual winding,Lange L951.1,36 hours,,40,"Luminous, Minutes, Chronograph, Flyback, Tachymeter, Hours, Stop-Second, Date, Small Seconds, Seconds",Movement Precision-adjusted in five positions Plates and bridges made of untreated German silver Balance cock engraved by hand 405 components 40 jewels 4 screwed gold chatons Lever escapement Shock-proofed glucydur screw balance Nivarox 1 hairspring Frequency : 18 000 semi-oscillations per hour Whiplash precision index adjuster with patented beat adjustment mechanism Column-wheel mechanism 36 hours power reserve Hand-stitched strap,
720.032,https://www.my-watchsite.com/lange-1/3138-lange-1-tourbillon-quantieme-perpetuel.html,,A. Lange & Söhne,2012.0,Lange 1,Lange 1 Tourbillon Quantième Perpétuel,,,,USD,347500.0,https://cdn.thewatchpages.com/app/uploads/2020/03/13214252/a-lange-soehne-lange-1-tourbillon-25th-anniversary-722066f-800x1384.jpg,,Round,Rose Gold,,Transparent,41.9 mm,,,12.2 mm,,,Sapphire,,,,Roman numerals,"Crocodile, Leather",Brown,Folding Clasp,Automatic,Calibre L082.1,50 hours,,,"Perpetual Calendar, Day, Tourbillon, Stop-Second, Calendar, Date, Moon Phases, Small Seconds, Seconds",Movement  Diameter: 34.1 millimetres Height: 7.8 millimetres Decorated and assembled by hand Precision-adjusted in five positions Plates and bridges made of untreated German silver Central element of the unidirectional winding rotor in 21-ct gold. platinum centrifugal mass Parts : 624  Jewels : 68. including one diamond endstone  Lever escapement   Shock-resistant balance with eccentric poising weights Balance spring manufactured in-house Frequency : 21.600 semi-oscillations per hour  Power reserve : 50 hours  Crown for winding the watch and setting the time; recessed push pieces for collectively advancing all calendar indications or for individually correcting the month. the day of the week. and the moon-phase  Strap :   Hand-stitched crocodile brown   Lange deployant buckle in pink gold,
