reference_number,watch_url,type,brand,year_introduced,parent_model,specific_model,nickname,marketing_name,style,currency,price,image_url,made_in,case_shape,case_material,case_finish,caseback,diameter,between_lugs,lug_to_lug,case_thickness,bezel_material,bezel_color,crystal,water_resistance,weight,dial_color,numerals,bracelet_material,bracelet_color,clasp_type,movement,caliber,power_reserve,frequency,jewels,features,description,short_description
252.029,https://www.my-watchsite.com/richard-lange/6888-richard-lange-jumping-seconds.html,,A. Lange & Söhne,2019.0,Richard Lange,Richard Lange Jumping Seconds,,,,USD,78000.0,https://cdn.thewatchpages.com/app/uploads/2023/07/28085259/a-lange-soehne-1815-rattrapante-perpetual-calendar-421056fe-800x1301.jpeg,,Round,White Gold,,Transparent,39.9 mm,,,10.6 mm,,,Sapphire,,,Black,,,Black,"Pin Buckle, Buckle",Manual winding,L094.1,42 hours,,,"Minutes, Hours, Stop-Second, 24-Hour Indication, Jumping Seconds, Seconds","Movement Plates and bridges made of untreated German silver Balance cock engraved by hand Lever escapement Balance spring manufactured in-house Power reserve : 42 hours when fully wound < Case White gold Dial Solid silver, Black Strap / Buckles Hand-stitched alligator leather strap, Black Lange prong buckle in white gold",
307.032,https://www.my-watchsite.com/saxonia/337-grande-saxonia-automatique.html,,A. Lange & Söhne,2007.0,Saxonia,Grande Saxonia Automatique,,,,USD,,https://cdn.thewatchpages.com/app/uploads/2023/10/26164907/a-lange-soehne-zeitwerk-minute-repeater-honeygold-147050f-800x1398.jpeg,,Round,Rose Gold,,Transparent,40.6 mm,,,8.2 mm,,,Sapphire,,,Silver,No numerals,"Crocodile, Leather",Brown,"Pin Buckle, Buckle",Automatic,Lange L921.2 SAX-0-MAT,46 hours,,36,"Small Seconds, Seconds",Movement Precision-adjusted movement in five positions Plates and bridges made of untreated German silver. Balance cock engraved by hand 307 movement parts 36 jewels Lever escapement Shock-resistant Glucydur screw balance Nivarox balance spring Frequency : 21 600 semi-oscillations per hour Whiplash precision index adjuster. with patented beat adjustment mechanism Rotor with bidirectional winding Patented ZERO-RESET mechanism for Stop seconds function 46 hours power reserve Prong buckle in solid pink gold,
143.050,https://www.my-watchsite.com/lange-zeitwerk/6046-zeitwerk-decimal-strike.html,,A. Lange & Söhne,,Lange Zeitwerk,ZEITWERK DECIMAL STRIKE,,,,USD,134500.0,https://cdn.thewatchpages.com/app/uploads/2020/03/13214309/a-lange-soehne-zeitwerk-minute-repeater-147025f.jpg,,Round,Gold,,,44.2 mm,,,13.1 mm,,,Sapphire,,,Silver,Arabic numerals,"Alligator, Leather",Brown,"Pin Buckle, Buckle",Manual winding,L043.7,36 hours,,78,"Hours, Stop-Second, Minutes, Seconds","Movement Lange manufacture calibre L043.7 Manually wound Crafted to the most exacting Lange quality standards Decorated and assembled by hand Precision-adjusted in five positions Threequarter plate made of untreated German silver Balance cock engraved by hand Jumping minutes Constant-force escapement Movement parts 528 Jewels 78 Screwed gold chatons 2 Escapement Lever escapement Oscillation system Shock-resistant balance wheel with eccentric poising weights Balance spring manufactured in-house with patented attachment (balance spring clamp) and a frequency of 18,000 semioscillations per hour Precision beat adjustment system with lateral setscrew and whiplash spring Power reserve 36 hours when fully wound Functions Time indicated in hours and minutes as jumping numerals Subsidiary seconds with stop seconds Power-reserve indicator Acoustic signal every ten minutes and at the start of each hour Operating elements Crown for winding the watch and setting the time Button for enabling and disabling the acoustic signal Movement dimensions Diameter: 36.0 millimetres Height: 10.0 millimetres Time bridge German silver Case Honey gold Dial Solid silver Argenté Hands Honey gold Strap / Buckles Hand-stitched alligator leather strap Dark brown Prong buckle in honey gold Limited edition 100 watches",
215.021,https://www.my-watchsite.com/saxonia/349-saxonia.html,,A. Lange & Söhne,2007.0,Saxonia,Saxonia,,,,USD,,https://cdn.thewatchpages.com/app/uploads/2020/12/13205554/a-lange-soehne-saxonia-outsize-date-381026-800x1408.jpg,,Round,Gold,,Transparent,37 mm,,,7.3 mm,,,Sapphire,,,Champagne,No numerals,"Crocodile, Leather",Brown,"Pin Buckle, Buckle",Manual winding,Lange L941.1,46 hours,,21,"Small Seconds, Seconds",Movement Precision-adjusted movement in five positions Plates and bridges made of untreated German silver Balance cock engraved by hand 164 movement parts 21 jewels 4 Screwed gold chatonsLever escapement Shock-resistant Glucydur screw balance Nivarox balance spring Frequency : 21 600 semi-oscillations per hour Whiplash precision index adjuster with patented beat adjustment mechanism 46 hours power reserve Prong buckle in solid yellow gold,
219.026,https://www.my-watchsite.com/saxonia/5088-saxonia.html,,A. Lange & Söhne,2015.0,Saxonia,Saxonia,,,,USD,16500.0,https://cdn.thewatchpages.com/app/uploads/2020/03/13214303/a-lange-soehne-saxonia-moon-phase-384029.jpg,,Round,White Gold,,Transparent,35 mm,,,7.3 mm,,,Sapphire,,,,No numerals,"Alligator, Leather",Black,"Pin Buckle, Buckle",Manual winding,Lange manufacture calibre L941.1,45 hours,,21,"Small Seconds, Seconds",Movement Lange manufacture calibre L941.1; manually wound. crafted to the most exacting Lange quality standards. decorated and assembled by hand; precision-adjusted in five positions; plates and bridges made of untreated German silver; balance cock engraved by hand Diameter: 25.6 millimetres Height: 3.2 millimetres Movement parts: 164 Jewels: 21 Screwed gold chatons: 4 Lever escapement Shock-resistant screw balance; Nivarox® balance spring* with a frequency of 21.600 semi-oscillations per hour. whiplash precision index adjuster with beat-adjustment mechanism Power reserve: 45 hours when fully wound subsidiary seconds with stop seconds Hand-stitched black alligator strap Lange prong buckle in white gold,
140.029,https://www.my-watchsite.com/lange-zeitwerk/245-lange-zeitwerk.html,,A. Lange & Söhne,2010.0,Lange Zeitwerk,Lange Zeitwerk,,,,USD,77000.0,https://cdn.thewatchpages.com/app/uploads/2023/07/28085407/a-lange-soehne-lange-1-time-zone-136025-800x1341.jpeg,,Round,White Gold,,Transparent,41.9 mm,,,12.6 mm,,,Sapphire,,,,Arabic numerals,"Crocodile, Leather",Black,"Pin Buckle, Buckle",Manual winding,Lange L043.1,36 hours,,66,"Minutes, Hours, Stop-Second, Jumping Hours, Power Reserve Indication, Small Seconds, Seconds",Adjusted movement in five positions Three-quarter plate made of untreated German silver Balance cock engraved by hand 388 movement parts 66 jewels 2 screwed gold chatons Constant-force escapement Shock-resistant glucydur balance with eccentric poising weights superior-quality balance spring manufactured in-house with patent-pending attachment system (balance spring clamp) Frequency: 18 000 semi-oscillations per hour Precision beat adjustment system with lateral setscrew and whiplash spring 36 hours power reserve Dial Rhodiumed German silver Time bridge Prong buckle in solid gold,
405.035,https://www.my-watchsite.com/datograph/2980-datograph-up-down.html,,A. Lange & Söhne,2012.0,Datograph,Datograph UP/DOWN,,,Chronograph,USD,90000.0,https://cdn.thewatchpages.com/app/uploads/2020/09/13211344/a-lange-soehne-tourbograph-perpetual-honeygold-homage-to-f-a-lange-706050fe-800x1313.jpg,,Round,Platinum,,Transparent,41 mm,,,13.10 mm,,,Sapphire,,,"Black, Silver",No numerals,"Crocodile, Leather",Gray,"Pin Buckle, Buckle",Manual winding,Lange L951.6,60 hours,,46,"Luminous, Chronograph, Flyback, Tachymeter, Stop-Second, Power Reserve Indication, Date, Small Seconds, Seconds",Movement Lange manufacture calibre L951.6 Crafted to the most exacting Lange quality standards Decorated and assembled by hand Precision-adjusted in five positions Plates and bridges made of untreated German silver Balance cock engraved by hand 451 parts 46 jewels 4 screwed gold chatons Lever escapement Shock-resistant balance with eccentric poising weights Superior-quality balance spring manufactured in-house Frequency: 18.000 semi-oscillations per hour Precision beat adjustment system with lateral setscrew and whiplash spring Power reserve 60 hours when fully wound   Hand-stitched crocodile strap. blue-grey Lange prong buckle in platinum,
706.025,https://www.my-watchsite.com/tourbograph/6041-tourbograph-perpetuel-pour-le-merite.html,,A. Lange & Söhne,2017.0,1815,"Tourbograph Perpétuel ""Pour Le Mérite""",,,Chronograph,USD,527500.0,https://cdn.thewatchpages.com/app/uploads/2020/03/13214255/a-lange-soehne-richard-lange-jumping-seconds-252032.jpg,,Round,Platinum,,,43 mm,,,16.6 mm,,,Sapphire,,,Silver,Arabic numerals,"Alligator, Leather",Black,Folding Clasp,Manual winding,L133.1,36 hours,,52,"Perpetual Calendar, Minutes, Day, Tourbillon, Chronograph, Leap Year, Hours, Calendar, Date, Month, Year","Movement Lange manufacture calibre L133.1 Manually wound Fuséeand-chain transmission Crafted to the most exacting Lange quality standards Decorated and assembled by hand Precision-adjusted in five positions Plates and bridges made of untreated German silver Chronograph bridge engraved by hand Movement parts 684 (chain counted as one part); chain parts: 636 Jewels 52, including 2 diamond endstones Screwed gold chatons 6 Escapement Lever escapement Oscillation system Shock-resistant screw balance, balance spring manufactured in-house with a frequency of 21,600 semi-oscillations per hour Power reserve 36 hours when fully wound Diameter: 32.0 millimetres height: 10.9 millimetres Glass and caseback Sapphire crystal (Mohs hardness 9) Case Platinum Dial Solid silver argenté Hands for hours minutes Rattrapante and minute counter in blued steel Chronograph hand in gold-plated steel Calendar displays in rhodiumed gold Strap / Buckles Hand-stitched alligator leather strap, black Deployant buckle in platinum 50 watches",
233.026,https://www.my-watchsite.com/1815/244-1815.html,,A. Lange & Söhne,2009.0,1815,1815,,,,USD,22000.0,https://cdn.thewatchpages.com/app/uploads/2020/03/13214311/a-lange-soehne-little-lange-1-181037.jpg,,Round,White Gold,,Transparent,40 mm,,,8.9 mm,,,Sapphire,,,Silver,Arabic numerals,"Crocodile, Leather",Black,"Pin Buckle, Buckle",Manual winding,Lange L051.1,55 hours,,21,"Small Seconds, Seconds",Movement Precision-adjusted movement in five positions Three-quarter plate made of untreated German silver Balance cock engraved by hand 188 movement parts 21 jewels 5 screwed gold chatons Lever escapement Shock-resistant Glucydur screw balance Nivarox balance spring Frequency : 21 600 semi-oscillations per hour Whiplash precision index adjuster. with patented beat adjustment mechanism Power reserve 55 hours 18 carats white gold case Prong buckle in solid gold,
116.033,https://www.my-watchsite.com/lange-1/272-lange-1-fuseaux-horaires.html,,A. Lange & Söhne,2009.0,Lange 1,Lange 1 Fuseaux Horaires,,,,USD,41000.0,https://cdn.thewatchpages.com/app/uploads/2021/10/13195634/a-lange-soehne-zeitwerk-honey-gold-lumen-142055-800x1386.jpg,,Round,Rose Gold,,Transparent,41.9 mm,,,11 mm,,,Sapphire,,,Gray,"Arabic numerals, Roman numerals","Crocodile, Leather",Brown,"Pin Buckle, Buckle",Manual winding,Lange L031.1,72 hours,,54,"Day, GMT, Date, Power Reserve Indication, Small Seconds, Travel Time, Seconds",Movement Precision-adjusted movement in five positions Twin mainspring barrel Plates and bridges made of untreated German silver Balance cock and intermediate-wheel cock engraved by hand 417 movement parts 54 jewels 4 screwed gold chatons Lever escapement Shock-resistant glucydur screw balance Nivarox balance spring Frequency : 21 600 semioscillations per hour Whiplash precision index adjuster with patented beat adjustment mechanism 72 hours power reserve Pink gold. blued steel hands Prong buckle in solid gold,
109.032,https://www.my-watchsite.com/lange-1/2815-lange-1-phases-de-lune.html,,A. Lange & Söhne,2002.0,Lange 1,Lange 1 Phases de Lune,,,,USD,42000.0,https://cdn.thewatchpages.com/app/uploads/2022/10/31114315/a-lange-soehne-zeitwerk-142025-800x1384.jpg,,Round,Rose Gold,,Transparent,38.50 mm,,,10.40 mm,,,Sapphire,,,Silver,Roman numerals,"Crocodile, Leather",Black,,Manual winding,Lange L901.5,,,,"Luminous, Power Reserve Indication, Date, Moon Phases, Small Seconds, Seconds",Movement 398 components Solid gold moonphase disc case and buckle in 18-carat pink gold,
410.038,https://www.my-watchsite.com/datograph/5245-datograph-perpetuel.html,,A. Lange & Söhne,2015.0,Datograph,Datograph Perpétuel,,,Chronograph,USD,133500.0,https://cdn.thewatchpages.com/app/uploads/2020/03/13214226/a-lange-soehne-lange-1-191032.jpg,,Round,White Gold,,Transparent,41.0 mm,,,13.5 mm,,,Sapphire,,,Gray,No numerals,"Alligator, Leather",Black,"Pin Buckle, Buckle",Manual winding,Lange L952.1,,,4,"Luminous, Perpetual Calendar, Day, Chronograph, Flyback, Tachymeter, Stop-Second, Calendar, Date, Moon Phases, Small Seconds, Seconds",Movement Lange manufacture calibre L952.1 Crafted to the most exacting Lange quality standards Decorated and assembled by hand Precision-adjusted in five positions Plates and bridges made of untreated German silver Balance cock engraved by hand 556 parts 45 bearing jewels 4 screwed gold chatons Lever escapement Shock-resistant balance wheel with eccentric poising weights Balance spring manufactured in-house with a frequency of 18.000 semi-oscillations per hour Precision beat-adjustment system with lateral setscrew and whiplash spring Functions Time indicated in hours. minutes and subsidiary seconds with stop seconds; flyback chronograph with precisely jumping minute counter; tachymeter scale; perpetual calendar with date. day of week. month. moon phases and leap year; day/night indication Case Crown for winding the watch and setting the time Two pushers for operating the chronograph Rapid-correction pusher for collectively advancing all calendar displays One recessed corrector each for adjusting the day of the week. the month and the moon phases Dial Solid silver with subsidiary dials rhodié Hour and minute hands in rhodiumed gold. luminous; day. month and four-year hands in rhodiumed gold; chronograph sweep seconds hand. subsidiary seconds hand and minute counter hand in blued steel Hand-stitched alligator leather strap Lange prong buckle in white gold,
192.032,https://www.my-watchsite.com/lange-1/6051-lange-1-moon-phase.html,,A. Lange & Söhne,,Lange 1,Lange 1 Moon Phase,,,,USD,44500.0,https://cdn.thewatchpages.com/app/uploads/2020/03/13214304/a-lange-soehne-saxonia-automatic-380033.jpg,,Round,Rose Gold,,,38.5 mm,,,10.2 mm,,,Sapphire,,,Silver,,"Alligator, Leather","Red, Brown","Pin Buckle, Buckle",Manual winding,L121.3,72 hours,,47,"Luminous, Minutes, Day, Hours, Stop-Second, Date, Seconds","Movement Lange manufacture calibre L121.3 manually wound crafted to the most exacting Lange quality standards deco-rated and assembled by hand Precision-adjusted in five po-sitions Plates and bridges made of untreated German silver Balance cock engraved by hand Movement parts 438 Jewels 47 Screwed gold chatons 8 Lever escapement Oscillator Shock-resistant cam-poised balance Balance spring manu-factured in-house frequency 21,600 semi-oscillations per hour precision beat adjustment system with lateral set-screw and whiplash spring Power reserve 72 hours when fully wound Movement dimensions Diameter: 30.6 Height: 5.7 millimetres Case Pink gold Sapphire crystal (Mohs hardness 9) Dial Solid silver argenté Hands and appliques Pink gold luminous Strap / Buckles Hand-stitched alli-gator leather red brown Pink-gold prong buckle",
136.021,https://www.my-watchsite.com/lange-1/7259-lange-1-time-zone.html,,A. Lange & Söhne,2020.0,Lange 1,Lange 1 Time Zone,,,,USD,57500.0,https://cdn.thewatchpages.com/app/uploads/2021/04/13203238/a-lange-soehne-lange-1-perpetual-calendar-34503-800x1366.jpg,,Round,Gold,,Transparent,41.9 mm,,,10.9 mm,,,Sapphire,,,Champagne,,"Alligator, Leather",Brown,"Pin Buckle, Buckle",Manual winding,L141.1,72 hours,,38,"Day, Stop-Second, Date, Power Reserve Indication, Small Seconds, Travel Time, Seconds","Movement Lange manufacture calibre L141.1 Manually wound Crafted to the most exacting Lange quality standards Decorated and assembled by hand Precision-adjusted in five positions Plates and bridges made of untreated German silver Balance and intermediate-wheel cocks engraved by hand Movement parts 448 No. of jewels 38 Screwed gold chatons 3 Lever escapement Oscillation system Shock-resistant screw balance; superior-quality balance spring manufactured in-house, frequency 21,600 semi-oscillations per hour; precision beat-adjustment system with lateral setscrew and whiplash spring Power reserve 72 hours when fully wound Diamètre : 34,1 millimètres ; épaisseur : 6,7 millimètres Functions Home time and second time zone Each with a ring-shaped day/night indicator Subsidiary seconds with stop seconds City ring for adjustment of the second time zone with daylight saving time display Outsize date for home time UP/DOWN power-reserve indicator Case Yellow gold Dial Solid silver champagne Strap / Buckles Hand-stitched alligator leather, medium brown Yellow-gold prong buckle Limited edition 100 watches Special boutique edition",
